name,release_date,image,songs,notes,artist,genre,price
Club Classics - Universal Stories Of Dance,2002,https://i.discogs.com/35NPQXQlE15n9ilfmup0B78BaUmDjfwgcAzugeI_w9I/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk3MDQy/NDEtMTQ4NTA1MDMy/My04MTk4LmpwZWc.jpeg,DVD Mix by Mike Cosford|Made In Two Minutes|Goodtimes|Testament One|Smoke Belch|Papua New Guinea|Bomb Scare|Circus Bells|Echo Drop|Seven Days|Orange Theme|Aira Force|Silence|CD Mix by Jon Dasilva|Cool & Dry|Shout|Acid Trax|Test Four|Future FJP|Machines|Nude Photo|Dextrous|It Is What It Is|Dream 17|No Way Back|Slam|Can U Feel It,,Jack Frost And The Circle Jerks*,"[""Electronic""]",4.07
Acid Trax Volume 3,1988,https://i.discogs.com/mxANTJyO3EeRpnHNdfiubeypqfEJKH0UsY1J7stbIfY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3OTI4/LTEyOTIzMjg1NDAu/anBlZw.jpeg,Ecstasy|Desire|Drug Store|Slave To Love|Acid Pop|Battery Acid|The Other Side|Cool J Acid|Stomach Acid|Anti Acid|Acid Syndrome|Slow Mo Acid|Keep Smiling Medley Mix,,Various,"[""Electronic""]",19.19
Acid Trax Volume 1,1997,https://i.discogs.com/5QYTL7lJW2moyXC44OWemfhLELmtmfI-yuegtEOj86I/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY3MzYx/LTExNDc0NzIwMTcu/anBlZw.jpeg,Living In A Land|Acid Pop|Cocaine|Slow Mo Acid,,Various,"[""Electronic""]",34.88
The Secret E.P.,1994,https://i.discogs.com/hq7TNmr7BhiGyQET9WsJUzJFDR2mNsiR0gpp1VOcZxo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3OTMy/LTExNDkxMjEyNjku/anBlZw.jpeg,That Side|The Unholy|This Side|Secret Place|Making Me,,Psychokenisis,"[""Electronic""]",93.32
Wired For Sound,2003,https://i.discogs.com/IIvigVFzPQ6XoysbYZtelWYUc7EfmOYXahSbJHi06Ig/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4Mzcz/OS0xMzAyNDYxMDUy/LmpwZWc.jpeg,"Track 1|R.I.P.|R.I.P.|R.I.P. (Remarc Remix)|Sound Murderer|Sound Murderer (Loafin In Brockley Remix)|Original Ranks (Just Jungle Remix)|Truth Over Falsehood|Rebel With A Cause (Bizzy B Remix)|Killa Sound (Krome & Time Remix)|Everyman (AWOL Remix)|Intelligent Woman|Vibe Out|License (Remix)|Papa Lover (Stretch Remix)|Lightnin And Thunda|Who Run Tingz (T Power Remix #2)|Who Run Tingz (T Power Remix #1)|Thunderclap|The Return (Bizzi B & Ruffkut Rmx)|Pushing Back (Remix)|Bad Man|Massive|Track 2|Simple Tings (10"" Mix)|Worries In The Dance|Fire (AWOL Remix)|Coca Cola (Remix)|Flip Flop|The Gunman|Here I Come (Remix)|Crazy Tings (Remarc Remix)|Unity (Remarc Remix)|All Massive (Remix)|Murder Dem (Lewi Remix)|All Massive|Untitled #1|Anything Test (Zinc Remix)|Wicked & Bad|I Selassie I|Studio 1 Lik|Bad Man|Come Easy|CB4|Full Rinse|Track 3|Secret Place|Boomin (Intalex Rmx)|Raw|Jeamland (Trace Remix)|Drones|Woodsnake|Fog|Untitled #2|Powering Through|Wheel Up|What Can I Do|2-1-2|Bounce|Extreme Possibilities (Wagon Christ Remix)|Cheesy (Aura Mix)|Dubplate|Kaos Future To Kuranaka (Fukakuteisei Mix)",,Psychokenisis,"[""Electronic""]",3.49
Phaktor One,1995,https://i.discogs.com/MOT3PnRmyVWnz-BKHZgFlaMIqqQczlZRIdkNz2CbnMM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3OTM1/LTEzMTIxMDE3NzMu/anBlZw.jpeg,Dimension|Feel Free,,The Spice,"[""Electronic""]",50.99
The Swing Doctor,1991,https://i.scdn.co/image/ab67616d0000b2734376eace695580b9efcf2719,"Dope Side|The Swing Doctor|""Lil"" Louie's Anthem|Madd Side|Dance To The Rhythm|What Cha' Say (C'Mon)","""Dance To The Rhythm"" samples the vocals of ""Crazy"" by MC B & Daisy Dee.
""""Lil"" Louie's Anthem"" groove & samples of Brenda & The Tabulations Let's Go All The Way ",The Untouchables,"[""Electronic""]",5.0
Take A Chance,1991,https://i.scdn.co/image/ab67616d0000b273479dd6f2616b872cd262273e,U.S.|Take A Chance|I'm For Real|U.K.|Trippin'|Yeah C' Mon,,The Untouchables,"[""Electronic""]",5.03
"Go Bah! (Los Africanos) / ""Little"" Louie Anthem Part II",1993,https://i.discogs.com/PpX4D3d650hNt9usYPdZNudkngOlDHlrDkRNSmT7bxw/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY5MzEt/MTY3NTcxNDQxNC0y/NTEzLmpwZWc.jpeg,"Go Side|Go Bah! (Los Africanos) (Muthafuckin' Mastermix)|Go Bah! (Los Africanos) (Bonus Beats)|Louie Side|""Little"" Louie Anthem Part II (Factory Bar Mix)",,The Untouchables,"[""Electronic""]",2.3
Just Da Way U Want,1994,https://i.scdn.co/image/ab67616d0000b273df7b8c12018b6b0a4800ba9e,Just Da Way U Want|Just Da Way U Want (Way U Dubb)|Somethin Bugged|Somethin Bugged (Bugged Beats),,The Untouchables,"[""Electronic""]",7.5
Hot Mix #10,1991,https://i.discogs.com/2z0Z8iaKHENxRMyitWrP4y_4fYjxS3TF-TuP5S80oNU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc3NjI0/NzktMTY0NDc0NzI2/NC01MzU3LnBuZw.jpeg,Mix 1|Intro|It's Like That|Move Your Body (Elevation)|Dangerous On The Dancefloor|Such A Good Feeling|Don't Stop It|Seasons Of Love|Gypsy Woman (She's Homeless)|Me The Mailman|Boriqua Posse|Try Yazz (Acapella)|Love Me Forever Or Not (1991 Hip House Mix)|Everything Starts With An E – Ezee Possee|Mix 2|Intro|Check Out The Hook|Everybody Rock Steady|Temptemptions|Everybody (Let Somebody Love)|Good Beat|Take A Chance|Together Forever|Bangin' The Box|Follow 4 Now|The Anthem|Let The Music Move Me|I Can't Help Myself|Can You Feel It|Relight My Fire|Voodoo Child,,The Untouchables,"[""Electronic""]",4.64
House Party IV (The Ultimate Megamix),1992,https://i.discogs.com/nn-ZPZlHP9_IXVMKNUOZhszQH5940MS50J-sQvNkoz8/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk0MjE0/LTEyNzI3MjIyNjMu/anBlZw.jpeg,They Thought It Was Impossible|Housenation|Don't You Want Me|Nana (Futuristic Mix)|The Theme|Forget It|L.S.I. (Remix)|Weird Science|Phantasm|Can't Take It (Cold Cellar Mix)|Congo Bongo|Climb The Wall|Back Frog|Pot Of Gold|Fortuna|Groovy Beat|Passion|Follow Me|Club Lonely|The Colour Of Love (Deep Reese Mix)|Something 4 U|Why Not Jazz?|Will I Dream?|Dance To The Rhythm|Egg On My Face (Burton)|U Got Me Stompin'|Let It Go|Ich Bin Von Kopf .....|Hablando!|Age Of Love (Watch Out For Stella Mix)|Compnded|Los Kings Del Mambo|Oempa Loempa|Voices (After Hours Tribal Cut Mix)|Here We Go Again|The Magic Friend|Big Boom|On A Ragga Trip|Dukkha|Una Voglia (Fast Mover)|Jump On It (Teknological Version)|Yesss !!!|Speed City|Dildo|Everything Is On Hold|Poing,"Master for House Party 4. Original Dutch release has 46 tracks.

German version: tracks 17 (Gat Decor) and 38 (SL2) are missing.
Italian version: tracks 7 (Shamen), 31 (Edge Records) and 38 (SL2) are missing.
Spanish version: track 17 (Gat Decor), 29 (Ramirez), 30 (Age Of Love), 36 (2 Unlimited) and 38 (SL2) are missing.",The Untouchables,"[""Electronic""]",0.5
Bang The Rhythm - A Go Bang! Compilation Of Strictly Rhythm Club Classics,1992,https://i.discogs.com/f6EFgq9J0qOz5ZkuI20ZQDNELXlxEbskyQzMmy3j0bU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ3NTc3/LTE0NDM2MTIyNDQt/OTAyOC5qcGVn.jpeg,Dance To The Rhythm|Nasty Rhythm (Hard & Nasty Mix)|Touch Me Baby (DJ's Dub)|Ping Pong (Re-Pinged House Remix)|Reggae Rush (Something For The System)|Can You Feel It (In House Dub)|One Step Beyond (Path Mix)|Blow The Horn|The Letter (Toxic Techno Mix)|Don't Go Away (4 A.M. Mix)|Rockin-N-Rhythm (Full Of Rhythm Mix)|Yeah (I Got You Movin') (Mineola Mix),,The Untouchables,"[""Electronic""]",1.73
This Is Strictly Rhythm - Volume 2,1992,https://i.discogs.com/plabxY-bHIaFO7gMVyXiO8-HLuQjX4YkZK0Ay_EAX70/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNjgy/Ni0xNTI3NTc2NDM2/LTY4OTYuanBlZw.jpeg,Give You (Mix 91 Dancefloor Syndromad Mix)|Sindae (Kenlou Dub)|Follow Me (Club Mix)|That String Track|Love Izz|Can You Feel It (In House Dub)|Say My Name (I Don't Think So) (Morel And Bobby 'D' Mix)|Come On (Empire Mix)|Rise From Your Grave (Wild Pitch Mix)|Ping Pong (Original Mix)|Dance To The Rhythm,,The Untouchables,"[""Electronic""]",0.87
Strictly Rhythm: The Early Years,1993,https://i.discogs.com/U74S-KRXg5244lRib_XtyRuR9Jklu33Nb15zfXu9Xp0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1ODg3/Ny0xNTYyNjkwMDYz/LTY0NzcuanBlZw.jpeg,The Warning (The Inner Mix)|Generate Power (Wild Pitch Mix)|Tribal Confusion (Inhalation Mix)|Waterfalls (3 A.M. Mix)|I Wanna Feel The Music (The Smooth Mix)|Luv Dancin' (The Final Solution)|Old School House|Voices In The Club (Let's Do It Baby) (The Seductive Mix)|Lil' Louie's Anthem|Slam Jam (Garage Mix)|Dream It (U.S. Rave Mix),,The Untouchables,"[""Electronic""]",5.0
Garage Force,1994,https://i.discogs.com/n9r51NozAy9cDLbEifTsVcWx-PpyKZTQy4AOcgsBfxA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgwMTgx/NTAtMTU1ODkxMjI2/NS02NTkwLmpwZWc.jpeg,Congo|Wanna Get Busy|You Bring Me Joy|I Get Lifted|Zulu|Yolanda|Luvin|Witch Doktor|Saturday Night Anthem|Something Bugged,,The Untouchables,"[""Electronic""]",11.63
Strictly House,1994,https://i.discogs.com/uicqQ2Tc8D2ZG7wPo4cYS71HReNCyIPS9CWDw7ejVCk/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTIyMDI0/NS0xNTE2NTM1ODUx/LTQ0NzEuanBlZw.jpeg,"Beautiful People|No Love Lost|Build Me Up|Love & Happiness  (Yemaya Y Ochun)|Don't Give Up|Get Down|Dancing|Come And Take A Trip|(Who?) Keeps Changing Your Mind|The New Anthem|Work It|""Little"" Louie Anthem Part II|Latin Flavor|Yolanda|New York Express|Mental Breakdown|Northern Lights",,The Untouchables,"[""Electronic""]",4.32
Another Classic Dance Tracks Compilation,1994,https://i.discogs.com/9GClIUTUD7kEU4Z2YCmx2jL2u_vQ8fp4eRRj-W2hzbA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc2Nzgw/LTE2MTA4NDcxNDIt/MTAxNi5qcGVn.jpeg,Louie Side|We Can Make It (The Underground Network Mix)|Just Believe (Limited Edition Extended Mix)|Kenny Side|I'm For Real|Take A Chance|Dance To The Rhythm|Todd Side|Slam Jam (Garage Mix)|Dream It (U.K. Dream Mix)|Can You Feel It (The In House Dub)|New Side|Curious|Hey,,The Untouchables,"[""Electronic""]",8.47
Techno Miss,1995,https://i.discogs.com/a0pbn2NUFGwKOCfha2BoYLB0FRA8yk9KtgoBl0f6kBc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM5ODE5/MC0xMTk3MDgwNzY1/LmpwZWc.jpeg," Roussia|Bim Bom|Ultrasong|Feel Love|Dance ""Bonus Beats""|Yeah C'Mon|No Music (Real Long)|Groovadelic|Forerunner|Hey|Tribal Sex|If You Really Love Someone (Murk Dubs Again)|Don't You Want It (Extended)|Love's Got Me High|Echoes And Vibes|Cow|Thinking About You|The Choice|Forever Mix|Ilana|Claire|Domina (Maurizio Mix)|Domina (Maurizio Mix)|Drama (The Wings)|Domina (Maurizio Mix)|Booster|Looking 4 Excitement (Wild Acid Mix)|D'Journey Begins|Test Pattern|Intron|Steppenwolf|Untitled |Prolonged|A2|Anti-Gravitik|Skypainter|Untitled [DOX 002-A2]|Black Sea|Comes|Sub-Set (Bi-Phase Mix)|Lodge 2",,The Untouchables,"[""Electronic""]",6.4
Consider Dis-Co!,1996,https://i.discogs.com/P7DulS-IdLx-Pi44V3O1gf7_lERlKrrs4NGrxP5wuo0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUxMDc0/Ny0xMjgyNTY3NzA0/LmpwZWc.jpeg,"""Little"" Louie Anthem Part II (Factory Bar Mix)|Do|Soul Searchin|Disco Midget Anthem|Won't Be No Stoppin (Till I Get Thru)|Do For Me|Take Me Back|Show Me The Way|In Da Clouds (Da New And Improved Mix)",,The Untouchables,"[""Electronic""]",14.14
Dance Wars The Return Of Judge Jules Vs. John Kelly,1996,https://i.discogs.com/UrAWoYNpvU-NkJYot2vnU_oWFYWE5h-vTiVPDre_e2g/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ5ODkz/MS0xMTkyNDI3OTgz/LmpwZWc.jpeg,"Underground (Accappella)|Acid Trax|Everybody Clap Yo Hands|Ventura|Roulé Boulé|Spooky|Ziola|Where's Your Duke's?|A Lollipop For You|Horny|The Way I Like It|La Coca|Kazoo|It's Alright|The Question|The Shah EP|Alabama Blues (Todd Edwards Remix)|Love Has Changed My Mind|Nakasaki|Tribute To JB Family|Word Up|Come Home (Andrew Weatherall Mix)|Little Louis' Anthem (Factory Bar Mix)|Respect '93 (Dum Drum Mix)|Forerunner|Work For Love|Technocat (Perplexer Mix)|Calm Down|Feel My Body|Outrageous|Read My Lips|Everybody Loves A 303|Auburn (Brainiak Club Edit)|I Get Lifted (Duck Beats)|White Lines (Don't Don't Do It)|Silence Is A Rhythm (Original 12"" Mix)|Saxism|I'm Attracted To You",,The Untouchables,"[""Electronic""]",1.15
The Rhythm / Confusion,1998,https://i.discogs.com/FKNGwtxmYET3HvhI0Etmvxf1COItrLm7uMH_6vmI_wI/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3OTQ2/LTE0OTU0NjY1OTMt/NjcwNi5qcGVn.jpeg,The Rhythm|Confusion,,Drum Entertainment Division,"[""Electronic""]",1.8
G.L.O.B.A.L. Takeover,1999,https://i.discogs.com/eTZRs2dJ_5ZBqAOgvcQ8NAqRPvsHYfZ2c4E16T5hqww/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY4MDM0/OC0xMjA0MjMxNTc0/LmpwZWc.jpeg,"Bad Ass (LAPD Mix)|Drop Top Caddy (Drop Top Album Mix)|The Rhythm|Hype The Funk (Special Re Works)|Don't Believe ('99 Album Mix)|The Beginning|At The Count Of Three (Album Mix Down)|Western (Album Mix Down)|50,000 Watts Of Funk|Old Spice|Man Of Steal (Urban Re Edit)",,Drum Entertainment Division,"[""Electronic""]",3.9
Aphrodite или.. Maz-Za Fuck-Ka дRaMMA-БaZzZЪ iii,2004,https://i.discogs.com/qtHrD6QuG8P7PyI1vZ4Z19-YVYJGKkfeRRNpdfhZcwo/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUyMzUx/MjctMTM4ODMzNjA4/MC0yOTgzLmpwZWc.jpeg,"Песня старого извозчика|The Rockafeller Skank (Mulder's Urban Takeover Mix)|Rock The Funky Beats (Urban Takeover (Aphro/Finn) Remix)|Bad Ass!|I'm Finished|Underwater Love (Aphrodite Remix)|Операция Ы (Jungle Remix)|Once Again (Drum N Bass Mix)|Drop Top Caddy|Down Boy (Aphrodite Remix)|Looney Tunez|Jungle Brother (True Blue) (Urban Takeover Remix)|My Name Is Funk Soul Brother (Aphrodite Mashup)|The Rhythm The Rhythm|Stalker|Rinsing Quince (Slider Mix)|Bittersweet Symphony (Jungle Remix)|I Got 5 On It (Aphrodite's Original Dub Plate)|Off Limits|Don't Believe|Gangsta Gangsta (Aphrodite Mix)|Flava 4 Rava|Put A Cut On It|Style From The Dark Side '99|Wild West|Honey (Aphrodite & Mickey Finn Remix)|Chinois|B.M. Funkster|Listen To The Rhythm|Smack My Bitch Up (DJ Hype Remix)|Woman That Rolls!|Hoochie|The Funky Worm (Double Bass Mix)|King Of The Beats|Spice (Of The Gods Mix)|Tower Bass|50,000 Watts Of Funk|Ugly (DJ Aphrodite Bootleg Remix)|50,000 Watts Of Funk|Wobble (Stumped Up Mix)|Ugly (DJ Aphrodite Bootleg Remix)|Karma Sutra (Slinky Mix)|Summer Breeze|Ganja Man|Dark Selecta|Informer (Jungle Remix)|See Thru It|Ready Or Not (DJ Zinc 2003 Remix)|Original Nuttah (Aphrodite Remix)|The Underworld|Rip-Up|Fanfare (Bomber Mix)|Go (Mulder Remix)|??|Für Elise",,Drum Entertainment Division,"[""Electronic""]",34.88
Urbanthology One - Urban Takeover & Aphrodite Mix,2004,https://i.discogs.com/ryqHPhGAzYvNx0V1fCHO9Dmkux28gfiFugab2R0ZonU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1MDM3/Mi0xNjYwODE5Nzcx/LTUzNDYuanBlZw.jpeg,Bad Ass|The Rhythmn The Rhythmn|Don't Believe|Drop Top Caddy|Hype The Funk|Mulder's Theme|Rock The Funky Beats|Rock The Funky Beats (Aphro/Finn Remix)|At The Count Of Three|The Beginning|Realization|Arsonist Dub Beatz|Fire (Finn/Aphro Remix)|Can I Count It Off|Wild West|When The Morning Comes|Apocalypse|Man Of Steal|Dub Plate Style|Pepper Spray|Number Station|Big Time|Don't Give A Damn|Funkdafied,,Drum Entertainment Division,"[""Electronic""]",13.43
2,2001,https://i.discogs.com/V2Bc_SlWrtaUsshcMBGCzvm7b1hoRDwmQEpTDw9EX7w/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY0Mzkz/NjItMTQxOTI4Mjkz/Ny00MDA2LmpwZWc.jpeg,"Bad Ass (LAPD Mix)|Drop Top Caddy (Drop Top Album Mix)|The Rhythm|Hype The Funk (Special Re Works)|Don't Believe ('99 Album Mix)|The Beginning|At The Count Of Three (Album Mix Down)|Western (Album Mix Down)|50,000 Watts Of Funk|Old Spice|Man Of Steal (Urban Re Edit)",,Drum Entertainment Division,"[""Electronic""]",3.9
Urbanthology One - Urban Takeover & Aphrodite Mix,2004,https://i.discogs.com/1ib6l2g-rpj1O0hCoRVv4XAB6wkl3N-x_xTxGDMqaek/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY0Mzkz/MTItMTQyNzc1OTMy/MS02OTY5LmpwZWc.jpeg,Bad Ass|The Rhythmn The Rhythmn|Don't Believe|Drop Top Caddy|Hype The Funk|Mulder's Theme|Rock The Funky Beats|Rock The Funky Beats (Aphro/Finn Remix)|At The Count Of Three|The Beginning|Realization|Arsonist Dub Beatz|Fire (Finn/Aphro Remix)|Can I Count It Off|Wild West|When The Morning Comes|Apocalypse|Man Of Steal|Dub Plate Style|Pepper Spray|Number Station|Big Time|Don't Give A Damn|Funkdafied,,Drum Entertainment Division,"[""Electronic""]",13.43
The Beginning,1999,https://i.discogs.com/NZi3mabomuvDpPS-TghjsNvqtDjmS3fr5fIvBfitef0/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3OTQ3/LTE2NDQ2NDU2Njct/NzY0OS5qcGVn.jpeg,The Beginning|The Swerve,,Swerve,"[""Electronic""]",1.0
G.L.O.B.A.L. Takeover,1999,https://i.discogs.com/eTZRs2dJ_5ZBqAOgvcQ8NAqRPvsHYfZ2c4E16T5hqww/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY4MDM0/OC0xMjA0MjMxNTc0/LmpwZWc.jpeg,"Bad Ass (LAPD Mix)|Drop Top Caddy (Drop Top Album Mix)|The Rhythm|Hype The Funk (Special Re Works)|Don't Believe ('99 Album Mix)|The Beginning|At The Count Of Three (Album Mix Down)|Western (Album Mix Down)|50,000 Watts Of Funk|Old Spice|Man Of Steal (Urban Re Edit)",,Swerve,"[""Electronic""]",3.9
Urbanthology One - Urban Takeover & Aphrodite Mix,2004,https://i.discogs.com/ryqHPhGAzYvNx0V1fCHO9Dmkux28gfiFugab2R0ZonU/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM1MDM3/Mi0xNjYwODE5Nzcx/LTUzNDYuanBlZw.jpeg,Bad Ass|The Rhythmn The Rhythmn|Don't Believe|Drop Top Caddy|Hype The Funk|Mulder's Theme|Rock The Funky Beats|Rock The Funky Beats (Aphro/Finn Remix)|At The Count Of Three|The Beginning|Realization|Arsonist Dub Beatz|Fire (Finn/Aphro Remix)|Can I Count It Off|Wild West|When The Morning Comes|Apocalypse|Man Of Steal|Dub Plate Style|Pepper Spray|Number Station|Big Time|Don't Give A Damn|Funkdafied,,Swerve,"[""Electronic""]",13.43
2,2001,https://i.scdn.co/image/ab67616d0000b27306b25ceb5e4eb4d1c24c3497,"Bad Ass (LAPD Mix)|Drop Top Caddy (Drop Top Album Mix)|The Rhythm|Hype The Funk (Special Re Works)|Don't Believe ('99 Album Mix)|The Beginning|At The Count Of Three (Album Mix Down)|Western (Album Mix Down)|50,000 Watts Of Funk|Old Spice|Man Of Steal (Urban Re Edit)",,Swerve,"[""Electronic""]",3.9
Urbanthology One - Urban Takeover & Aphrodite Mix,2004,https://i.discogs.com/1ib6l2g-rpj1O0hCoRVv4XAB6wkl3N-x_xTxGDMqaek/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY0Mzkz/MTItMTQyNzc1OTMy/MS02OTY5LmpwZWc.jpeg,Bad Ass|The Rhythmn The Rhythmn|Don't Believe|Drop Top Caddy|Hype The Funk|Mulder's Theme|Rock The Funky Beats|Rock The Funky Beats (Aphro/Finn Remix)|At The Count Of Three|The Beginning|Realization|Arsonist Dub Beatz|Fire (Finn/Aphro Remix)|Can I Count It Off|Wild West|When The Morning Comes|Apocalypse|Man Of Steal|Dub Plate Style|Pepper Spray|Number Station|Big Time|Don't Give A Damn|Funkdafied,,Swerve,"[""Electronic""]",13.43
Silver,1997,https://i.discogs.com/sgcW90D9F8RGCCUYblLKc6KmfVWoqNmJUNttKCqMj6w/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ0ODU0/LTExNDQ4MDM5NTku/anBlZw.jpeg,Silver|Untitled,,Mental Power / Rayner,"[""Electronic""]",4.0
Germany,1997,https://i.discogs.com/eiQ4VzWxD5BcGUZhLHqF_xrhrZg06PCHffkBtFxPquA/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0OTAy/MS0xMjQ1ODgzNzU3/LmpwZWc.jpeg,Berlin|Hero,,Mental Power / Rayner,"[""Electronic""]",1.93
Future Proof EP,1999,https://i.discogs.com/YPPgfg9hNuPAyVQMyEAqKyOm4CWlZyWOtGQbKj2J5BM/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU3ODA5/LTE1NTg2Njc3Mzkt/NzI2NS5qcGVn.jpeg,No Doubt|F5|Service|Night Caller,,Mental Power / Rayner,"[""Electronic""]",1.87
The World Of Drum And Bass LP Sampler,1999,https://i.discogs.com/pzrLlwMi_8CDV3f63PvyDUnm6ujw4Z6jlMCCgg1c71A/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTMyMzY0/LTE0NzcyOTE2NzQt/NzM3OS5qcGVn.jpeg,Muzik|Emperor,,Mental Power / Rayner,"[""Electronic""]",1.0
"50,000 Watts Of Funk / De Funkt",1999,https://i.discogs.com/JaFDc-u-eAVAiliXscws5UO1-8-bqavFPevNUx3eN_c/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE3OTQ4/LTExODY3NDkyODYu/anBlZw.jpeg,"50,000 Watts Of Funk|De Funkt",,Mental Power / Rayner,"[""Electronic""]",2.96
Weezel,2000,https://i.discogs.com/PObRzbgTK53DiqTrf0FoK4QObN1R7LwlF3LFnmyjEOc/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgzNTAw/LTE0OTA4OTEzNTgt/NjE1NC5qcGVn.jpeg,Weezel|Heaven|Dark Silica,,Mental Power / Rayner,"[""Electronic""]",3.98
Oxy Acetaline / CO2,2000,https://i.discogs.com/zhrp_1JGf9wxrSTr9vwuGNBNOCHHuHEhCUAGkYIxGIY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY3MzY4/NS0xNjUxNzI5NjI2/LTE2MDMuanBlZw.jpeg,Oxy Acetaline|CO2,,Mental Power / Rayner,"[""Electronic""]",8.0
Here I Come,2000,https://i.discogs.com/fZEJk_8tUzNie3K15E1pqdwudwa1HvPrA_gjdWB7CDY/rs:fit/g:sm/q:40/h:150/w:150/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk4MzMw/LTE1MjkwMTcwMzYt/NDcwMS5qcGVn.jpeg,Here I Come|Rise|Wirez,,Mental Power / Rayner,"[""Electronic""]",5.06
